OMRÅDE;KØN;ALDER;INDVLAND;STATSB;TID;INDHOLD
000;2;54;5170;5100;2009;1
000;2;54;5170;5170;2009;1
000;2;54;5170;5392;2009;1
000;2;54;5174;5174;2009;1
000;2;54;5180;5100;2009;7
000;2;54;5180;5180;2009;5
000;2;54;5180;5432;2009;1
000;2;54;5182;5174;2009;1
000;2;54;5204;5100;2009;1
000;2;54;5228;5100;2009;2
000;2;54;5266;5100;2009;1
000;2;54;5390;5100;2009;4
000;2;54;5390;5390;2009;4
000;2;54;5408;5408;2009;2
000;2;54;5432;5100;2009;2
000;2;54;5436;5103;2009;1
000;2;7;5458;5414;2009;1
000;2;7;5459;5459;2009;1
000;2;7;5462;5100;2009;1
000;2;7;5464;5408;2009;2
000;2;7;5466;5100;2009;1
000;2;7;5468;5100;2009;1
000;2;7;5468;5468;2009;1
000;2;7;5472;5404;2009;1
000;2;7;5472;5472;2009;1
000;2;7;5474;5100;2009;1
000;2;7;5474;5474;2009;1
000;2;55;5101;5100;2009;8
000;2;55;5105;5105;2009;2
000;2;55;5108;5100;2009;1
000;2;55;5110;5100;2009;3
000;2;55;5110;5110;2009;3
000;2;55;5110;5154;2009;1
000;2;55;5120;5100;2009;4
000;2;55;5120;5103;2009;1
000;2;55;5120;5120;2009;1
000;2;55;5126;5100;2009;2
000;2;55;5128;5128;2009;1
000;2;55;5130;5100;2009;1
000;2;55;5130;5130;2009;1
000;2;55;5134;5100;2009;1
000;2;55;5140;5100;2009;1
000;2;55;5150;5150;2009;2
000;2;55;5154;5154;2009;2
000;2;55;5160;5100;2009;1
000;2;55;5164;5100;2009;4
000;2;55;5164;5126;2009;1
000;2;55;5170;5100;2009;4
000;2;55;5170;5170;2009;1
000;2;55;5172;5100;2009;1
000;2;55;5174;5174;2009;2
000;2;55;5180;5100;2009;2
000;2;55;5180;5154;2009;1
000;2;55;5180;5180;2009;3
000;2;55;5234;5120;2009;1
000;2;55;5266;5100;2009;1
000;2;55;5295;5100;2009;1
000;2;55;5306;5100;2009;2
000;2;71;5150;5150;2009;1
000;2;71;5156;5100;2009;1
000;2;71;5164;5100;2009;3
000;2;71;5262;5100;2009;1
000;2;71;5390;5100;2009;1
000;2;55;5514;5100;2009;1
000;2;55;5607;5607;2009;1
000;2;55;5609;5609;2009;1
000;2;55;5611;5611;2009;1
000;2;55;5700;5700;2009;1
000;2;55;5757;5757;2009;1
000;2;55;5901;5100;2009;9
000;2;56;5101;5100;2009;16
000;2;56;5105;5100;2009;1
000;2;56;5108;5100;2009;2
000;2;56;5110;5100;2009;4
000;2;56;5120;5100;2009;7
000;2;56;5120;5120;2009;3
000;2;56;5120;5130;2009;1
000;2;56;5130;5100;2009;4
000;2;56;5154;5100;2009;1
000;2;56;5154;5154;2009;3
000;2;56;5164;5100;2009;5
000;2;56;5170;5100;2009;2
000;2;56;5170;5170;2009;1
000;2;56;5172;5172;2009;2
000;2;56;5174;5174;2009;1
000;2;56;5180;5100;2009;5
000;2;56;5180;5999;2009;1
000;2;56;5204;5100;2009;1
000;2;56;5213;5213;2009;1
000;2;56;5234;5100;2009;2
000;2;56;5268;5100;2009;1
000;2;74;5436;5436;2009;1
000;2;74;5464;5408;2009;1
000;2;74;5486;5446;2009;1
000;2;74;5607;5700;2009;1
000;2;74;5609;5609;2009;1
000;2;75;5101;5100;2009;2
000;2;75;5120;5120;2009;1
000;2;75;5164;5100;2009;3
000;2;75;5164;5180;2009;1
000;2;56;5700;5700;2009;2
000;2;56;5761;5761;2009;1
000;2;57;5101;5100;2009;6
000;2;57;5105;5105;2009;2
000;2;57;5108;5100;2009;1
000;2;57;5110;5110;2009;2
000;2;57;5110;5120;2009;1
000;2;57;5120;5100;2009;5
000;2;57;5120;5120;2009;2
000;2;57;5120;5492;2009;1
000;2;57;5126;5100;2009;1
000;2;57;5128;5128;2009;1
000;2;57;5130;5100;2009;1
000;2;57;5130;5390;2009;1
000;2;57;5140;5110;2009;1
000;2;57;5154;5154;2009;2
000;2;57;5156;5100;2009;1
000;2;57;5164;5100;2009;3
000;2;57;5170;5100;2009;1
000;2;57;5174;5174;2009;1
000;2;57;5180;5100;2009;1
000;2;57;5180;5180;2009;7
000;2;57;5214;5289;2009;1
000;2;75;5180;5180;2009;2
000;2;75;5366;5100;2009;1
000;2;75;5759;5151;2009;1
000;2;76;5110;5110;2009;1
000;2;7;5478;5100;2009;1
000;2;7;5482;5100;2009;2
000;2;7;5482;5502;2009;1
000;2;7;5486;5100;2009;1
000;2;7;5486;5486;2009;1
000;2;7;5492;5100;2009;2
000;2;7;5492;5492;2009;4
000;2;7;5502;5100;2009;4
000;2;7;5502;5170;2009;1
000;2;7;5534;5100;2009;1
000;2;7;5607;5100;2009;1
000;2;7;5607;5607;2009;2
000;2;7;5611;5611;2009;3
000;2;7;5700;5700;2009;2
000;2;7;5704;5704;2009;2
000;2;7;5708;5100;2009;1
000;2;7;5756;5100;2009;1
000;2;7;5776;5776;2009;1
000;2;71;5611;5999;2009;1
000;2;72;5110;5100;2009;2
000;2;72;5130;5100;2009;1
000;2;7;5214;5100;2009;3
000;2;7;5238;5238;2009;1
000;2;7;5246;5100;2009;1
000;2;7;5246;5246;2009;1
000;2;7;5262;5100;2009;1
000;2;7;5262;5262;2009;1
000;2;7;5266;5100;2009;1
000;2;7;5268;5100;2009;1
000;2;7;5269;5100;2009;1
000;2;7;5269;5269;2009;1
000;2;7;5276;5276;2009;1
000;2;7;5279;5279;2009;1
000;2;7;5289;5100;2009;1
000;2;7;5289;5289;2009;1
000;2;7;5299;5100;2009;1
000;2;7;5306;5306;2009;1
000;2;7;5314;5100;2009;1
000;2;7;5314;5105;2009;1
000;2;7;5314;5314;2009;1
000;2;7;5318;5318;2009;1
000;2;7;5338;5338;2009;1
000;2;7;5390;5100;2009;6
000;2;7;5390;5390;2009;2
000;2;7;5403;5100;2009;5
000;2;7;5404;5404;2009;1
000;2;7;5414;5414;2009;1
000;2;7;5778;5778;2009;1
000;2;70;5101;5100;2009;1
000;2;70;5110;5110;2009;1
000;2;70;5120;5100;2009;1
000;2;70;5130;5100;2009;1
000;2;70;5130;5130;2009;1
000;2;70;5160;5100;2009;1
000;2;70;5164;5100;2009;4
000;2;70;5170;5100;2009;1
000;2;70;5180;5180;2009;1
000;2;70;5297;5100;2009;1
000;2;70;5390;5100;2009;2
000;2;70;5448;5100;2009;1
000;2;71;5101;5100;2009;1
000;2;71;5120;5100;2009;4
000;2;39;5404;5404;2009;1
000;2;39;5408;5408;2009;1
000;2;39;5416;5100;2009;1
000;2;39;5418;5418;2009;2
000;2;39;5432;5100;2009;2
000;2;39;5434;5434;2009;1
000;2;72;5150;5100;2009;1
000;2;72;5154;5154;2009;1
000;2;72;5160;5100;2009;2
000;2;72;5164;5100;2009;1
000;2;72;5180;5100;2009;1
000;2;72;5180;5180;2009;1
000;2;72;5222;5100;2009;1
000;2;72;5472;5170;2009;1
000;2;72;5700;5700;2009;1
000;2;72;5757;5152;2009;1
000;2;72;5776;5776;2009;1
000;2;73;5110;5110;2009;1
000;2;73;5120;5100;2009;3
000;2;73;5130;5110;2009;1
000;2;73;5170;5100;2009;1
000;2;73;5390;5100;2009;1
000;2;73;5436;5436;2009;2
000;2;73;5464;5408;2009;1
000;2;74;5105;5105;2009;1
000;2;74;5110;5100;2009;1
000;2;74;5120;5100;2009;1
000;2;74;5120;5120;2009;1
000;2;74;5130;5100;2009;1
000;2;74;5134;5100;2009;1
000;2;74;5150;5100;2009;1
000;2;74;5154;5154;2009;1
000;2;74;5164;5100;2009;4
000;2;74;5164;5164;2009;1
000;2;74;5213;5100;2009;1
000;2;39;5901;5100;2009;6
000;2;39;5999;5100;2009;2
000;2;4;5101;5100;2009;8
000;2;4;5105;5100;2009;1
000;2;4;5105;5105;2009;7
000;2;4;5110;5100;2009;7
000;2;4;5110;5110;2009;3
000;2;4;5120;5100;2009;26
000;2;4;5120;5120;2009;9
000;2;76;5120;5120;2009;1
000;2;76;5130;5100;2009;1
000;2;76;5130;5130;2009;1
000;2;76;5164;5100;2009;1
000;2;76;5314;5100;2009;1
000;2;77;5120;5100;2009;1
000;2;77;5164;5472;2009;1
000;2;77;5180;5100;2009;1
000;2;77;5180;5180;2009;1
000;2;77;5262;5100;2009;1
000;2;77;5464;5408;2009;1
000;2;77;5901;5100;2009;1
000;2;78;5180;5180;2009;1
000;2;78;5314;5100;2009;1
000;2;78;5901;5100;2009;1
000;2;79;5124;5100;2009;1
000;2;79;5140;5140;2009;1
000;2;79;5160;5100;2009;1
000;2;79;5164;5100;2009;1
000;2;79;5180;5100;2009;1
000;2;8;5101;5100;2009;14
000;2;8;5104;5104;2009;2
000;2;8;5105;5105;2009;7
000;2;8;5108;5100;2009;3
000;2;8;5110;5100;2009;4
000;2;4;5244;5244;2009;2
000;2;4;5246;5100;2009;2
000;2;4;5246;5246;2009;1
000;2;4;5262;5100;2009;2
000;2;7;5432;5100;2009;1
000;2;7;5432;5432;2009;2
000;2;7;5436;5100;2009;2
000;2;7;5436;5436;2009;1
000;2;7;5438;5100;2009;1
000;2;7;5442;5100;2009;2
000;2;7;5444;5100;2009;1
000;2;7;5444;5444;2009;3
000;2;7;5446;5436;2009;1
000;2;7;5448;5100;2009;5
000;2;7;5448;5999;2009;1
000;2;7;5456;5100;2009;2
000;2;7;5456;5486;2009;1
000;2;7;5458;5100;2009;1
000;1;75;5180;5502;2009;1
000;1;75;5314;5314;2009;1
000;1;75;5408;5408;2009;1
000;1;75;5444;5100;2009;1
000;2;54;5164;5164;2010;1
000;2;54;5170;5100;2010;1
000;2;54;5170;5180;2010;1
000;2;54;5174;5174;2010;1
000;2;54;5180;5100;2010;4
000;2;54;5180;5172;2010;1
000;2;54;5180;5180;2010;3
000;2;54;5180;5999;2010;1
000;2;54;5243;5243;2010;1
000;2;54;5272;5100;2010;2
000;2;54;5328;5100;2010;1
000;2;54;5390;5100;2010;2
000;2;54;5416;5100;2010;1
000;2;54;5438;5438;2010;1
000;2;7;5462;5100;2010;1
000;2;7;5464;5464;2010;4
000;2;7;5468;5100;2010;4
000;2;7;5468;5468;2010;1
000;2;7;5472;5100;2010;2
000;2;7;5474;5474;2010;1
000;2;55;5101;5100;2010;10
000;2;55;5105;5105;2010;1
000;2;55;5105;5110;2010;1
000;2;55;5108;5100;2010;1
000;2;55;5110;5100;2010;1
000;2;55;5110;5110;2010;1
000;2;55;5120;5100;2010;6
000;2;55;5120;5120;2010;1
000;2;55;5128;5128;2010;1
000;2;55;5130;5100;2010;1
000;2;55;5130;5130;2010;1
000;2;55;5154;5154;2010;7
000;2;55;5156;5156;2010;1
000;2;55;5164;5100;2010;3
000;2;55;5170;5100;2010;1
000;2;55;5172;5172;2010;1
000;2;55;5174;5174;2010;1
000;2;55;5180;5100;2010;5
000;2;55;5180;5180;2010;1
000;2;55;5182;5182;2010;1
000;2;55;5228;5228;2010;1
000;2;55;5299;5100;2010;1
000;2;71;5130;5100;2010;2
000;2;71;5154;5100;2010;2
000;2;71;5158;5158;2010;1
000;2;71;5164;5100;2010;1
000;2;71;5170;5390;2010;1
000;2;71;5172;5100;2010;1
000;2;71;5314;5314;2010;1
000;2;71;5316;5100;2010;1
000;2;71;5390;5100;2010;2
000;2;71;5404;5404;2010;1
000;2;55;5492;5999;2010;1
000;2;55;5496;5100;2010;2
000;2;55;5502;5100;2010;2
000;2;55;5609;5609;2010;1
000;2;55;5609;5611;2010;1
000;2;55;5611;5611;2010;1
000;2;55;5700;5700;2010;1
000;2;55;5704;5704;2010;1
000;2;55;5761;5761;2010;1
000;2;55;5901;5100;2010;5
000;2;56;5101;5100;2010;11
000;2;56;5105;5105;2010;1
000;2;56;5110;5100;2010;3
000;2;56;5120;5100;2010;3
000;2;56;5120;5120;2010;1
000;2;56;5120;5180;2010;1
000;2;56;5126;5100;2010;2
000;2;56;5128;5128;2010;2
000;2;56;5134;5100;2010;1
000;2;56;5140;5100;2010;1
000;2;56;5150;5150;2010;1
000;2;56;5154;5100;2010;1
000;2;56;5154;5154;2010;7
000;2;56;5160;5100;2010;1
000;2;56;5164;5100;2010;2
000;2;56;5164;5164;2010;1
000;2;56;5170;5100;2010;1
000;2;56;5174;5174;2010;1
000;2;56;5180;5100;2010;4
000;2;56;5180;5180;2010;6
000;2;56;5236;5100;2010;1
000;2;75;5110;5100;2010;1
000;2;75;5110;5110;2010;1
000;2;75;5110;5999;2010;1
000;2;75;5130;5100;2010;1
000;2;75;5158;5158;2010;1
000;2;75;5164;5100;2010;2
000;2;56;5611;5611;2010;2
000;2;56;5700;5700;2010;1
000;2;56;5704;5704;2010;1
000;2;56;5901;5100;2010;1
000;2;57;5101;5100;2010;4
000;2;57;5105;5105;2010;1
000;2;57;5108;5100;2010;2
000;2;57;5109;5100;2010;1
000;2;57;5110;5100;2010;1
000;2;57;5110;5110;2010;2
000;2;57;5120;5100;2010;5
000;2;57;5120;5120;2010;2
000;2;57;5126;5100;2010;2
000;2;57;5150;5100;2010;1
000;2;57;5154;5154;2010;4
000;2;57;5154;5158;2010;1
000;2;57;5154;5999;2010;1
000;2;57;5170;5100;2010;3
000;2;57;5170;5170;2010;1
000;2;57;5172;5100;2010;1
000;2;57;5180;5100;2010;3
000;2;57;5180;5180;2010;2
000;2;57;5180;5999;2010;1
000;2;57;5234;5100;2010;1
000;2;57;5258;5100;2010;1
000;2;57;5262;5100;2010;1
000;2;75;5180;5100;2010;1
000;2;75;5180;5180;2010;1
000;2;76;5120;5100;2010;1
000;2;7;5474;5999;2010;1
000;2;7;5482;5100;2010;1
000;2;7;5486;5100;2010;1
000;2;7;5486;5103;2010;1
000;2;7;5486;5120;2010;1
000;2;7;5486;5486;2010;5
000;2;7;5492;5100;2010;1
000;2;7;5492;5492;2010;4
000;2;7;5496;5100;2010;2
000;2;7;5502;5100;2010;3
000;2;7;5502;5140;2010;1
000;2;7;5502;5502;2010;1
000;2;7;5611;5100;2010;1
000;2;7;5611;5611;2010;2
000;2;7;5611;5999;2010;1
000;2;7;5704;5704;2010;1
000;2;7;5776;5776;2010;2
000;2;7;5778;5100;2010;1
000;2;72;5110;5100;2010;1
000;2;72;5110;5110;2010;1
000;2;72;5130;5100;2010;1
000;2;7;5214;5100;2010;1
000;2;7;5228;5100;2010;2
000;2;7;5228;5228;2010;1
000;2;7;5234;5100;2010;2
000;2;7;5268;5100;2010;1
000;2;7;5287;5278;2010;1
000;2;7;5306;5100;2010;2
000;2;7;5314;5100;2010;1
000;2;7;5314;5314;2010;2
000;2;7;5338;5338;2010;1
000;2;7;5358;5120;2010;1
000;2;7;5390;5100;2010;12
000;2;7;5390;5170;2010;1
000;2;7;5390;5390;2010;2
000;2;7;5404;5404;2010;2
000;2;7;5410;5410;2010;1
000;2;7;5414;5414;2010;1
000;2;7;5422;5100;2010;1
000;2;7;5778;5778;2010;1
000;2;7;5901;5100;2010;9
000;2;7;5999;5999;2010;1
000;2;70;5110;5110;2010;3
000;2;70;5120;5100;2010;1
000;2;70;5130;5100;2010;3
000;2;70;5164;5100;2010;3
000;2;70;5170;5100;2010;1
000;2;54;5164;5100;2012;2
000;2;54;5164;5164;2012;1
000;2;54;5170;5100;2012;2
000;2;54;5170;5170;2012;2
000;2;54;5170;5611;2012;1
000;2;54;5172;5100;2012;1
000;2;54;5180;5100;2012;4
000;2;54;5180;5180;2012;7
000;2;54;5266;5100;2012;1
000;2;54;5272;5100;2012;1
000;2;54;5390;5100;2012;4
000;2;54;5390;5390;2012;3
000;2;54;5422;5100;2012;1
000;2;54;5434;5100;2012;1
000;2;54;5438;5438;2012;1
000;2;7;5464;5464;2012;2
000;2;7;5468;5100;2012;1
000;2;7;5472;5100;2012;4
000;2;7;5472;5472;2012;6
000;2;7;5474;5100;2012;1
000;2;55;5101;5100;2012;19
000;2;55;5101;5120;2012;1
000;2;55;5108;5100;2012;2
000;2;55;5110;5100;2012;2
000;2;55;5110;5110;2012;2
000;2;55;5120;5100;2012;7
000;2;55;5134;5100;2012;1
000;2;55;5134;5134;2012;1
000;2;55;5134;5158;2012;1
000;2;55;5134;5999;2012;1
000;2;55;5140;5100;2012;1
000;2;55;5142;5100;2012;1
000;2;55;5150;5100;2012;1
000;2;55;5150;5150;2012;1
000;2;55;5154;5154;2012;9
000;2;55;5156;5156;2012;1
000;2;55;5158;5100;2012;1
000;2;55;5158;5158;2012;1
000;2;55;5160;5160;2012;1
000;2;55;5164;5100;2012;2
000;2;55;5170;5100;2012;2
000;2;55;5170;5170;2012;2
000;2;55;5170;5390;2012;1
000;2;55;5174;5100;2012;1
000;2;55;5180;5100;2012;4
000;2;55;5180;5180;2012;1
000;2;55;5262;5100;2012;1
000;2;55;5269;5100;2012;1
000;2;55;5314;5100;2012;1
000;2;71;5130;5100;2012;1
000;2;71;5164;5100;2012;2
000;2;71;5180;5180;2012;3
000;2;71;5182;5100;2012;1
000;2;71;5289;5289;2012;1
000;2;71;5314;5314;2012;1
000;2;55;5502;5100;2012;2
000;2;55;5502;5502;2012;1
000;2;55;5508;5100;2012;1
000;2;55;5611;5611;2012;1
000;2;55;5704;5174;2012;1
000;2;55;5706;5706;2012;1
000;2;55;5901;5100;2012;2
000;2;55;5999;5289;2012;1
000;2;56;5101;5100;2012;9
000;2;56;5105;5105;2012;3
000;2;56;5110;5100;2012;2
000;2;56;5110;5110;2012;2
000;2;56;5120;5100;2012;5
000;2;56;5120;5120;2012;2
000;2;56;5120;5164;2012;1
000;2;56;5126;5100;2012;2
000;2;56;5128;5128;2012;1
000;2;56;5130;5130;2012;1
000;2;56;5134;5100;2012;2
000;2;56;5140;5140;2012;1
000;2;56;5142;5100;2012;1
000;2;56;5150;5100;2012;2
000;2;56;5150;5150;2012;1
000;2;56;5154;5154;2012;4
000;2;56;5158;5158;2012;2
000;2;56;5160;5160;2012;1
000;2;56;5164;5100;2012;4
000;2;56;5170;5170;2012;2
000;2;56;5170;5472;2012;1
000;2;56;5172;5172;2012;1
000;2;56;5174;5100;2012;1
000;2;56;5174;5174;2012;1
000;2;56;5180;5100;2012;1
000;2;56;5180;5180;2012;1
000;2;56;5236;5100;2012;1
000;2;75;5120;5100;2012;1
000;2;75;5130;5170;2012;1
000;2;75;5150;5100;2012;1
000;2;75;5164;5100;2012;2
000;2;56;5609;5609;2012;1
000;2;56;5901;5100;2012;2
000;2;56;5999;5100;2012;1
000;2;57;5101;5100;2012;8
000;2;57;5105;5105;2012;2
000;2;57;5108;5100;2012;2
000;2;57;5110;5100;2012;1
000;2;57;5120;5100;2012;9
000;2;57;5120;5120;2012;1
000;2;57;5140;5100;2012;1
000;2;57;5140;5234;2012;1
000;2;57;5150;5100;2012;1
000;2;57;5154;5154;2012;3
000;2;57;5158;5100;2012;1
000;2;57;5158;5158;2012;5
000;2;57;5160;5100;2012;1
000;2;57;5160;5150;2012;1
000;2;57;5164;5100;2012;2
000;2;57;5170;5100;2012;2
000;2;57;5174;5174;2012;1
000;2;57;5180;5180;2012;2
000;2;57;5202;5202;2012;1
000;2;57;5228;5100;2012;1
000;2;57;5262;5170;2012;1
000;2;57;5269;5120;2012;1
000;2;57;5272;5100;2012;1
000;2;75;5180;5100;2012;1
000;2;75;5269;5100;2012;1
000;2;75;5390;5130;2012;1
000;2;75;5424;5424;2012;1
000;2;75;5468;5468;2012;1
000;2;75;5757;5152;2012;1
000;2;76;5120;5100;2012;1
000;2;4;5269;5269;2009;1
000;2;4;5272;5272;2009;1
000;2;4;5278;5278;2009;1
000;2;4;5279;5279;2009;1
000;2;4;5288;5288;2009;1
000;2;4;5289;5100;2009;1
000;2;4;5296;5100;2009;1
000;2;4;5302;5302;2009;1
000;2;4;5306;5100;2009;2
000;2;4;5314;5130;2009;1
000;2;39;5436;5436;2009;2
000;2;39;5438;5100;2009;1
000;2;39;5438;5438;2009;4
000;2;39;5438;5999;2009;1
000;2;39;5442;5100;2009;1
000;2;39;5444;5444;2009;7
000;2;39;5448;5100;2009;4
000;2;39;5448;5448;2009;9
000;2;39;5452;5100;2009;1
000;2;39;5456;5100;2009;1
000;2;39;5456;5436;2009;1
000;2;39;5456;5456;2009;2
000;2;39;5458;5458;2009;1
000;2;39;5462;5100;2009;1
000;2;39;5464;5408;2009;3
000;2;39;5468;5100;2009;2
000;2;39;5468;5468;2009;1
000;2;39;5472;5100;2009;1
000;2;39;5472;5472;2009;1
000;2;4;5126;5100;2009;1
000;1;76;5101;5100;2009;1
000;1;76;5105;5105;2009;1
000;1;76;5120;5100;2009;2
000;1;76;5120;5120;2009;1
000;1;76;5130;5100;2009;2
000;1;76;5130;5130;2009;1
000;1;76;5160;5100;2009;1
000;1;76;5164;5100;2009;1
000;1;76;5170;5170;2009;1
000;1;76;5262;5100;2009;1
000;1;76;5502;5100;2009;1
000;1;76;5901;5100;2009;1
000;1;77;5120;5100;2009;3
000;1;77;5120;5120;2009;1
000;1;77;5126;5126;2009;1
000;1;77;5130;5100;2009;1
000;1;77;5160;5100;2009;1
000;1;77;5164;5100;2009;2
000;1;77;5170;5100;2009;1
000;1;77;5180;5100;2009;2
000;1;77;5314;5100;2009;1
000;1;77;5390;5390;2009;1
000;1;77;5472;5472;2009;1
000;1;77;5492;5100;2009;1
000;1;77;5502;5100;2009;1
000;1;78;5120;5100;2009;1
000;1;78;5140;5140;2009;1
000;1;78;5154;5100;2009;1
000;1;78;5154;5154;2009;1
000;2;39;5474;5474;2009;3
000;2;39;5482;5100;2009;1
000;2;39;5486;5100;2009;1
000;2;39;5486;5486;2009;2
000;2;39;5492;5100;2009;1
000;2;39;5492;5492;2009;14
000;2;39;5492;5999;2009;1
000;2;39;5496;5100;2009;1
000;2;39;5502;5100;2009;1
000;2;39;5514;5514;2009;1
000;2;39;5607;5100;2009;1
000;2;39;5607;5607;2009;1
000;2;39;5609;5609;2009;4
000;2;39;5611;5611;2009;3
000;2;39;5700;5700;2009;4
000;2;39;5704;5704;2009;3
000;2;39;5710;5710;2009;1
000;2;39;5754;5754;2009;1
000;2;39;5757;5100;2009;1
000;2;39;5761;5761;2009;1
000;2;39;5778;5778;2009;1
000;2;45;5468;5468;2009;1
000;2;45;5471;5100;2009;1
000;2;45;5472;5472;2009;1
000;2;45;5474;5474;2009;1
000;2;45;5482;5100;2009;1
000;2;45;5482;5458;2009;1
000;2;4;5128;5100;2009;1
000;2;4;5128;5128;2009;1
000;2;4;5130;5100;2009;3
000;2;4;5130;5110;2009;1
000;2;4;5130;5130;2009;3
000;2;4;5130;5999;2009;1
000;2;4;5134;5100;2009;2
000;2;4;5134;5134;2009;1
000;2;4;5140;5100;2009;3
000;2;4;5140;5140;2009;2
000;2;4;5140;5170;2009;1
000;2;4;5142;5100;2009;1
000;2;4;5150;5100;2009;2
000;2;4;5150;5150;2009;4
000;2;4;5150;5164;2009;1
000;2;4;5154;5154;2009;23
000;2;4;5156;5100;2009;1
000;2;4;5158;5158;2009;9
000;2;4;5160;5100;2009;4
000;2;4;5160;5160;2009;1
000;2;4;5160;5180;2009;1
000;2;4;5164;5100;2009;4
000;2;4;5170;5100;2009;10
000;2;4;5170;5170;2009;6
000;2;4;5172;5100;2009;1
000;2;4;5172;5172;2009;3
000;2;4;5174;5100;2009;1
000;2;4;5174;5174;2009;1
000;2;4;5180;5100;2009;6
000;2;4;5180;5180;2009;13
000;2;4;5182;5180;2009;1
000;2;4;5214;5100;2009;1
000;2;4;5214;5214;2009;1
000;2;46;5158;5158;2009;5
000;2;46;5160;5100;2009;2
000;2;46;5164;5100;2009;1
000;2;46;5164;5164;2009;1
000;2;46;5170;5100;2009;7
000;2;46;5170;5170;2009;7
000;2;46;5172;5100;2009;1
000;2;46;5172;5172;2009;3
000;2;4;5314;5314;2009;1
000;2;4;5318;5100;2009;2
000;2;4;5338;5100;2009;1
000;2;4;5354;5100;2009;1
000;2;4;5354;5354;2009;1
000;2;4;5390;5100;2009;20
000;2;4;5390;5110;2009;1
000;2;4;5390;5390;2009;3
000;2;4;5403;5100;2009;1
000;2;4;5404;5100;2009;1
000;2;4;5404;5404;2009;1
000;2;4;5422;5170;2009;1
000;2;4;5432;5100;2009;2
000;2;4;5432;5432;2009;3
000;2;4;5436;5100;2009;1
000;2;4;5436;5436;2009;3
000;2;4;5436;5438;2009;1
000;2;4;5438;5100;2009;1
000;2;4;5438;5438;2009;1
000;2;4;5438;5999;2009;1
000;2;4;5442;5100;2009;2
000;2;4;5446;5100;2009;1
000;2;4;5448;5100;2009;6
000;2;4;5448;5448;2009;2
000;2;4;5456;5120;2009;1
000;2;4;5464;5408;2009;1
000;2;4;5464;5464;2009;1
000;2;4;5468;5100;2009;1
000;2;4;5472;5100;2009;5
000;2;4;5472;5170;2009;1
000;2;4;5472;5999;2009;1
000;2;46;5484;5484;2009;1
000;2;46;5486;5486;2009;1
000;2;46;5492;5100;2009;1
000;1;78;5164;5100;2009;3
000;1;78;5164;5164;2009;1
000;1;78;5180;5100;2009;1
000;1;78;5390;5100;2009;1
000;1;78;5492;5100;2009;2
000;1;79;5105;5999;2009;1
000;1;79;5110;5100;2009;1
000;1;79;5120;5100;2009;1
000;1;79;5120;5120;2009;1
000;1;79;5120;5999;2009;1
000;1;79;5130;5100;2009;1
000;1;79;5164;5100;2009;1
000;1;79;5180;5100;2009;2
000;1;79;5180;5180;2009;1
000;1;79;5180;5999;2009;1
000;1;79;5472;5404;2009;1
000;1;8;5101;5100;2009;10
000;1;8;5104;5104;2009;1
000;1;8;5105;5100;2009;1
000;2;45;5154;5154;2009;12
000;2;45;5156;5156;2009;1
000;2;45;5158;5158;2009;3
000;2;45;5160;5100;2009;1
000;2;46;5492;5492;2009;6
000;2;46;5496;5100;2009;1
000;2;46;5502;5100;2009;1
000;2;46;5502;5170;2009;1
000;2;46;5502;5502;2009;1
000;2;46;5514;5170;2009;1
000;2;46;5609;5609;2009;1
000;2;46;5611;5100;2009;1
000;2;46;5611;5611;2009;3
000;2;46;5700;5700;2009;3
000;2;46;5710;5100;2009;1
000;2;46;5714;5714;2009;1
000;2;45;5492;5492;2009;4
000;2;45;5502;5100;2009;4
000;2;45;5609;5999;2009;1
000;2;45;5611;5611;2009;6
000;2;45;5700;5700;2009;3
000;2;45;5704;5100;2009;1
000;2;45;5761;5761;2009;1
000;2;45;5160;5160;2009;2
000;2;45;5164;5100;2009;6
000;2;45;5164;5164;2009;2
000;2;45;5170;5100;2009;10
000;2;45;5170;5170;2009;3
000;2;45;5172;5172;2009;1
000;2;45;5174;5174;2009;1
000;2;45;5180;5100;2009;1
000;2;45;5180;5180;2009;16
000;2;45;5180;5999;2009;1
000;2;45;5234;5100;2009;2
000;2;45;5289;5100;2009;1
000;2;45;5306;5306;2009;1
000;2;45;5318;5318;2009;1
000;2;45;5354;5100;2009;1
000;2;45;5901;5100;2009;2
000;2;45;5999;5100;2009;2
000;2;46;5101;5100;2009;8
000;2;46;5105;5105;2009;2
000;2;46;5108;5100;2009;1
000;2;46;5110;5100;2009;3
000;2;46;5110;5110;2009;1
000;2;46;5120;5100;2009;7
000;2;46;5120;5105;2009;2
000;2;46;5120;5120;2009;8
000;2;46;5120;5142;2009;1
000;2;46;5120;5390;2009;1
000;2;46;5126;5100;2009;3
000;2;46;5128;5128;2009;8
000;2;46;5130;5100;2009;5
000;2;46;5130;5120;2009;1
000;2;46;5130;5130;2009;2
000;2;46;5140;5100;2009;2
000;2;46;5150;5100;2009;1
000;2;46;5150;5150;2009;2
000;2;46;5154;5100;2009;1
000;2;46;5154;5154;2009;16
000;2;46;5154;5999;2009;1
000;2;46;5156;5100;2009;1
000;2;54;5442;5100;2009;1
000;2;54;5448;5100;2009;1
000;2;54;5492;5492;2009;3
000;2;54;5496;5100;2009;1
000;2;54;5502;5100;2009;1
000;2;46;5174;5174;2009;1
000;2;46;5180;5100;2009;3
